timestamp,sample_rate,frame_size,rms,peak,mean,std,zero_crossings
25.8,8000,320,0.008372694253921509,0.0198974609375,0.0007289886707440019,0.008340897969901562,67
25.84,8000,320,0.007139584049582481,0.0198974609375,-0.00017814636521507055,0.0071373614482581615,64
25.88,8000,320,0.008143162354826927,0.0238037109375,-0.0013984680408611894,0.008022180758416653,70
25.92,8000,320,0.008958986029028893,0.0281982421875,-0.0006660461658611894,0.008934193290770054,53
25.96,8000,320,0.011006358079612255,0.0379638671875,0.0030799866653978825,0.01056662667542696,56
26.0,8000,320,0.010040109045803547,0.0281982421875,-0.0004558563232421875,0.010029755532741547,69
26.04,8000,320,0.01105742622166872,0.0321044921875,-0.0010334014659747481,0.011009030975401402,47
26.08,8000,320,0.00764317624270916,0.0218505859375,0.0004707336483988911,0.007628666236996651,109
26.12,8000,320,0.01038829330354929,0.0281982421875,-0.0002525329473428428,0.010385222733020782,56
26.16,8000,320,0.00897529162466526,0.0247802734375,0.0008537292596884072,0.008934595622122288,62
26.2,8000,320,0.01242701057344675,0.0379638671875,-0.000255584716796875,0.012424382381141186,30
26.24,8000,320,0.009944463148713112,0.0281982421875,-0.0006664276006631553,0.009922107681632042,67
26.28,8000,320,0.010648433119058609,0.0267333984375,-0.0008808135753497481,0.01061194110661745,42
26.32,8000,320,0.009922015480697155,0.0257568359375,0.0008560180431231856,0.009885020554065704,58
26.36,8000,320,0.010819860734045506,0.0360107421875,-0.00038909912109375,0.01081286184489727,51
26.4,8000,320,0.01068889256566763,0.0321044921875,-0.001636505126953125,0.01056287158280611,52
26.44,8000,320,0.0093738604336977,0.0281982421875,0.0008995056268759072,0.009330603294074535,59
26.48,8000,320,0.014212028123438358,0.0360107421875,-0.0027057647239416838,0.013952081091701984,45
26.52,8000,320,0.012182299979031086,0.0379638671875,0.0011898040538653731,0.012124058790504932,46
26.56,8000,320,0.010974855162203312,0.0379638671875,0.00243034353479743,0.010702377185225487,58
26.6,8000,320,0.011637103743851185,0.0379638671875,-0.0010234832298010588,0.011592007242143154,43
26.64,8000,320,0.008545883931219578,0.0198974609375,0.0002323150692973286,0.008542725816369057,47
26.68,8000,320,0.008166908286511898,0.0228271484375,-0.0012210846180096269,0.008075105957686901,58
26.72,8000,320,0.006603491958230734,0.0189208984375,4.348754737293348e-05,0.006603348534554243,83
26.76,8000,320,0.009311182424426079,0.0267333984375,0.0006576537853106856,0.009287928231060505,61
26.8,8000,320,0.015456436201930046,0.0399169921875,-0.0003749847528524697,0.01545188669115305,27
